Game Ended!, Game reward = 244
Game Ended!, Game reward = 0
Game Ended!, Game reward = 64
Game Ended!, Game reward = 76
Game Ended!, Game reward = 80
Game Ended!, Game reward = 200
Game Ended!, Game reward = 12
Game Ended!, Game reward = 0
Game Ended!, Game reward = 68
Game Ended!, Game reward = 36
Game Ended!, Game reward = 208
Game Ended!, Game reward = 136
Game Ended!, Game reward = 172
Game Ended!, Game reward = 156
Game Ended!, Game reward = 84
Game Ended!, Game reward = 24
Game Ended!, Game reward = 12
Game Ended!, Game reward = 96
Game Ended!, Game reward = 68
Game Ended!, Game reward = 80
Game Ended!, Game reward = 100
Game Ended!, Game reward = 144
Game Ended!, Game reward = 36
Game Ended!, Game reward = 244
Game Ended!, Game reward = 0
Game Ended!, Game reward = 0
Game Ended!, Game reward = 4
Game Ended!, Game reward = 8
Game Ended!, Game reward = 68
Game Ended!, Game reward = 28
Game Ended!, Game reward = 20
Game Ended!, Game reward = 12
Game Ended!, Game reward = 4
Game Ended!, Game reward = 8
Game Ended!, Game reward = 76
Game Ended!, Game reward = 200
Game Ended!, Game reward = 84
Game Ended!, Game reward = 4
Game Ended!, Game reward = 4
Game Ended!, Game reward = 108
Game Ended!, Game reward = 8
Game Ended!, Game reward = 92
Game Ended!, Game reward = 68
Game Ended!, Game reward = 16
Game Ended!, Game reward = 104
Game Ended!, Game reward = 32
Game Ended!, Game reward = 144
Game Ended!, Game reward = 156
Game Ended!, Game reward = 4
Game Ended!, Game reward = 104
Game Ended!, Game reward = 56
Game Ended!, Game reward = 112
Game Ended!, Game reward = 4
Game Ended!, Game reward = 80
Game Ended!, Game reward = 164
Game Ended!, Game reward = 24
Game Ended!, Game reward = 104
Game Ended!, Game reward = 28
Game Ended!, Game reward = 108
Game Ended!, Game reward = 76
Game Ended!, Game reward = 4
Game Ended!, Game reward = 108
Game Ended!, Game reward = 124
Game Ended!, Game reward = 0
Game Ended!, Game reward = 144
Game Ended!, Game reward = 44
Game Ended!, Game reward = 52
Game Ended!, Game reward = 156
Game Ended!, Game reward = 108
Game Ended!, Game reward = 108
Game Ended!, Game reward = 64
Game Ended!, Game reward = 80
Game Ended!, Game reward = 232
Game Ended!, Game reward = 292
Game Ended!, Game reward = 332
Game Ended!, Game reward = 0
Game Ended!, Game reward = 252
Game Ended!, Game reward = 88
Game Ended!, Game reward = 472
Game Ended!, Game reward = 0
Game Ended!, Game reward = 16
Game Ended!, Game reward = 428
Game Ended!, Game reward = 96
Game Ended!, Game reward = 44
Game Ended!, Game reward = 276
Game Ended!, Game reward = 324
Game Ended!, Game reward = 352
Game Ended!, Game reward = 116
Game Ended!, Game reward = 144
Game Ended!, Game reward = 64
Game Ended!, Game reward = 92
Game Ended!, Game reward = 16
Game Ended!, Game reward = 108
Game Ended!, Game reward = 4
Game Ended!, Game reward = 4
Game Ended!, Game reward = 4
Game Ended!, Game reward = 24
Game Ended!, Game reward = 100
Game Ended!, Game reward = 8
Game Ended!, Game reward = 40
Game Ended!, Game reward = 92
Game Ended!, Game reward = 332
Game Ended!, Game reward = 4
Game Ended!, Game reward = 120
Game Ended!, Game reward = 120
Game Ended!, Game reward = 88
Game Ended!, Game reward = 80
Game Ended!, Game reward = 8
Game Ended!, Game reward = 228
Game Ended!, Game reward = 8
Game Ended!, Game reward = 0
Game Ended!, Game reward = 160
Game Ended!, Game reward = 132
Game Ended!, Game reward = 84
Game Ended!, Game reward = 220
Game Ended!, Game reward = 4
Game Ended!, Game reward = 4
Game Ended!, Game reward = 0
Game Ended!, Game reward = 28
Game Ended!, Game reward = 4
Game Ended!, Game reward = 136
Game Ended!, Game reward = 80
Game Ended!, Game reward = 232
Game Ended!, Game reward = 72
Game Ended!, Game reward = 4
Game Ended!, Game reward = 236
Game Ended!, Game reward = 164
Game Ended!, Game reward = 380
Game Ended!, Game reward = 248
Game Ended!, Game reward = 144
Game Ended!, Game reward = 252
Game Ended!, Game reward = 140
Game Ended!, Game reward = 140
Game Ended!, Game reward = 160
Game Ended!, Game reward = 240
Game Ended!, Game reward = 284
Game Ended!, Game reward = 112
Game Ended!, Game reward = 152
Game Ended!, Game reward = 280
Game Ended!, Game reward = 136
Game Ended!, Game reward = 252
Game Ended!, Game reward = 140
Game Ended!, Game reward = 216
Game Ended!, Game reward = 276
Game Ended!, Game reward = 64
Game Ended!, Game reward = 332
Game Ended!, Game reward = 1004
Game Ended!, Game reward = 140
Game Ended!, Game reward = 196
Game Ended!, Game reward = 164
Game Ended!, Game reward = 80
Game Ended!, Game reward = 68
Game Ended!, Game reward = 116
Game Ended!, Game reward = 104
Game Ended!, Game reward = 88
Game Ended!, Game reward = 148
Game Ended!, Game reward = 276
Game Ended!, Game reward = 320
Game Ended!, Game reward = 248
Game Ended!, Game reward = 364
Game Ended!, Game reward = 256
Game Ended!, Game reward = 124
Game Ended!, Game reward = 168
Game Ended!, Game reward = 88
Game Ended!, Game reward = 152
Game Ended!, Game reward = 56
Game Ended!, Game reward = 248
Game Ended!, Game reward = 232
Game Ended!, Game reward = 304
Game Ended!, Game reward = 148
Game Ended!, Game reward = 332
Game Ended!, Game reward = 436
Game Ended!, Game reward = 432
Game Ended!, Game reward = 148
Game Ended!, Game reward = 396
Game Ended!, Game reward = 56
Game Ended!, Game reward = 68
Game Ended!, Game reward = 316
Game Ended!, Game reward = 588
Game Ended!, Game reward = 304
Game Ended!, Game reward = 0
Game Ended!, Game reward = 300
Game Ended!, Game reward = 444
Game Ended!, Game reward = 4
Game Ended!, Game reward = 132
Game Ended!, Game reward = 140
Game Ended!, Game reward = 320
Game Ended!, Game reward = 116
Game Ended!, Game reward = 424
Game Ended!, Game reward = 168
Game Ended!, Game reward = 64
Game Ended!, Game reward = 0
Game Ended!, Game reward = 128
Game Ended!, Game reward = 60
Game Ended!, Game reward = 160
Game Ended!, Game reward = 68
Game Ended!, Game reward = 500
Game Ended!, Game reward = 276
Game Ended!, Game reward = 312
Game Ended!, Game reward = 336
Game Ended!, Game reward = 272
Game Ended!, Game reward = 60
Game Ended!, Game reward = 552
Game Ended!, Game reward = 352
Game Ended!, Game reward = 40
Game Ended!, Game reward = 228
Game Ended!, Game reward = 300
Game Ended!, Game reward = 204
Game Ended!, Game reward = 332
Game Ended!, Game reward = 208
Game Ended!, Game reward = 8
Game Ended!, Game reward = 264
Game Ended!, Game reward = 236
Game Ended!, Game reward = 40
Game Ended!, Game reward = 304
Game Ended!, Game reward = 104
Game Ended!, Game reward = 616
Game Ended!, Game reward = 68
Game Ended!, Game reward = 188
Game Ended!, Game reward = 236
Game Ended!, Game reward = 4
Game Ended!, Game reward = 216
Game Ended!, Game reward = 0
Game Ended!, Game reward = 920
Game Ended!, Game reward = 480
Game Ended!, Game reward = 8
Game Ended!, Game reward = 228
Game Ended!, Game reward = 324
Game Ended!, Game reward = 4
Game Ended!, Game reward = 316
Game Ended!, Game reward = 496
Game Ended!, Game reward = 128
Game Ended!, Game reward = 52
Game Ended!, Game reward = 0
Game Ended!, Game reward = 4
Game Ended!, Game reward = 8
Game Ended!, Game reward = 140
Game Ended!, Game reward = 4
Game Ended!, Game reward = 480
Game Ended!, Game reward = 228
Game Ended!, Game reward = 48
Game Ended!, Game reward = 24
Game Ended!, Game reward = 244
Game Ended!, Game reward = 44
Game Ended!, Game reward = 0
Game Ended!, Game reward = 276
Game Ended!, Game reward = 484
Game Ended!, Game reward = 304
Game Ended!, Game reward = 580
Game Ended!, Game reward = 208
Game Ended!, Game reward = 260
Game Ended!, Game reward = 0
Game Ended!, Game reward = 0
Game Ended!, Game reward = 564
Game Ended!, Game reward = 160
Game Ended!, Game reward = 316
Game Ended!, Game reward = 432
Game Ended!, Game reward = 212
Game Ended!, Game reward = 492
Game Ended!, Game reward = 104
Game Ended!, Game reward = 620
Game Ended!, Game reward = 4
Game Ended!, Game reward = 112
Game Ended!, Game reward = 20
Game Ended!, Game reward = 160
Game Ended!, Game reward = 0
Game Ended!, Game reward = 4
Game Ended!, Game reward = 116
Game Ended!, Game reward = 52
Game Ended!, Game reward = 348
Game Ended!, Game reward = 104
Game Ended!, Game reward = 212
